YEAR,MONTH,DAY_OF_MONTH,DAY_OF_WEEK,FL_DATE,OP_UNIQUE_CARRIER,OP_CARRIER_AIRLINE_ID,OP_CARRIER_FL_NUM,ORIGIN,ORIGIN_CITY_NAME,ORIGIN_STATE_ABR,ORIGIN_STATE_NM,DEST,DEST_CITY_NAME,DEST_STATE_NM,CRS_DEP_TIME,DEP_TIME,DEP_DELAY,DEP_DELAY_NEW,DEP_DEL15,ARR_TIME,ARR_DELAY,ARR_DELAY_NEW,ARR_DEL15,ACTUAL_ELAPSED_TIME,AIR_TIME,FLIGHTS,DISTANCE,CARRIER_DELAY,WEATHER_DELAY,NAS_DELAY,SECURITY_DELAY,LATE_AIRCRAFT_DELAY
2024,1,4,4,1/4/2024 0:00,OO,20304,3049,ORD,"Chicago, IL",IL,Illinois,BNA,"Nashville, TN",Tennessee,1850,1843,-7,0,0,2029,-2,0,0,106,64,1,409,,,,,
2024,1,4,4,1/4/2024 0:00,OO,20304,3090,ORD,"Chicago, IL",IL,Illinois,DTW,"Detroit, MI",Michigan,1925,1921,-4,0,0,2135,-13,0,0,74,45,1,235,,,,,
2024,1,4,4,1/4/2024 0:00,OO,20304,3136,ORD,"Chicago, IL",IL,Illinois,SLC,"Salt Lake City, UT",Utah,1640,1631,-9,0,0,1853,-33,0,0,202,179,1,1250,,,,,
2024,1,4,4,1/4/2024 0:00,OO,20304,3163,ORD,"Chicago, IL",IL,Illinois,BNA,"Nashville, TN",Tennessee,1205,1201,-4,0,0,1343,3,3,0,102,62,1,409,,,,,
2024,1,4,4,1/4/2024 0:00,OO,20304,3223,ORD,"Chicago, IL",IL,Illinois,FSD,"Sioux Falls, SD",South Dakota,1831,2046,135,135,1,2232,122,122,1,106,72,1,462,122,0,0,0,0
2024,1,4,4,1/4/2024 0:00,OO,20304,3224,ORD,"Chicago, IL",IL,Illinois,ASE,"Aspen, CO",Colorado,1010,1120,70,70,1,1420,111,111,1,240,170,1,1013,0,0,111,0,0
2024,1,4,4,1/4/2024 0:00,OO,20304,3710,ORD,"Chicago, IL",IL,Illinois,DTW,"Detroit, MI",Michigan,1358,1355,-3,0,0,1602,-23,0,0,67,46,1,235,,,,,
2024,1,4,4,1/4/2024 0:00,OO,20304,3765,ORD,"Chicago, IL",IL,Illinois,MSP,"Minneapolis, MN",Minnesota,0603,0558,-5,0,0,0753,-1,0,0,115,60,1,334,,,,,
2024,1,4,4,1/4/2024 0:00,OO,20304,3848,MDW,"Chicago, IL",IL,Illinois,MSP,"Minneapolis, MN",Minnesota,1145,1131,-14,0,0,1258,-23,0,0,87,68,1,349,,,,,
2024,1,4,4,1/4/2024 0:00,OO,20304,3983,MDW,"Chicago, IL",IL,Illinois,DTW,"Detroit, MI",Michigan,0933,0923,-10,0,0,1121,-23,0,0,58,39,1,228,,,,,
2024,1,4,4,1/4/2024 0:00,OO,20304,4011,MDW,"Chicago, IL",IL,Illinois,MSP,"Minneapolis, MN",Minnesota,1714,1702,-12,0,0,1822,-36,0,0,80,66,1,349,,,,,
2024,1,4,4,1/4/2024 0:00,OO,20304,4079,ORD,"Chicago, IL",IL,Illinois,DTW,"Detroit, MI",Michigan,1030,1034,4,4,0,1254,-6,0,0,80,49,1,235,,,,,
2024,1,4,4,1/4/2024 0:00,OO,20304,4160,MDW,"Chicago, IL",IL,Illinois,DTW,"Detroit, MI",Michigan,1825,1820,-5,0,0,2017,-19,0,0,57,39,1,228,,,,,
2024,1,4,4,1/4/2024 0:00,OO,20304,4636,ORD,"Chicago, IL",IL,Illinois,SBN,"South Bend, IN",Indiana,1805,1758,-7,0,0,1949,-24,0,0,51,24,1,84,,,,,
2024,1,4,4,1/4/2024 0:00,OO,20304,4666,ORD,"Chicago, IL",IL,Illinois,ASE,"Aspen, CO",Colorado,1310,1341,31,31,1,1610,28,28,1,209,151,1,1013,0,0,28,0,0
2024,1,4,4,1/4/2024 0:00,OO,20304,4712,ORD,"Chicago, IL",IL,Illinois,CHS,"Charleston, SC",South Carolina,1829,1826,-3,0,0,2137,-17,0,0,131,98,1,760,,,,,
2024,1,4,4,1/4/2024 0:00,OO,20304,4718,ORD,"Chicago, IL",IL,Illinois,DAY,"Dayton, OH",Ohio,1514,1514,0,0,0,1719,-15,0,0,65,45,1,240,,,,,
2024,1,4,4,1/4/2024 0:00,OO,20304,4738,ORD,"Chicago, IL",IL,Illinois,MDT,"Harrisburg, PA",Pennsylvania,1355,1353,-2,0,0,1646,-7,0,0,113,86,1,594,,,,,
2024,1,4,4,1/4/2024 0:00,OO,20304,4739,ORD,"Chicago, IL",IL,Illinois,HSV,"Huntsville, AL",Alabama,1305,1302,-3,0,0,1455,-7,0,0,113,82,1,510,,,,,
2024,1,4,4,1/4/2024 0:00,OO,20304,4741,ORD,"Chicago, IL",IL,Illinois,OKC,"Oklahoma City, OK",Oklahoma,1935,1931,-4,0,0,2141,-38,0,0,130,107,1,693,,,,,
2024,1,4,4,1/4/2024 0:00,OO,20304,4742,ORD,"Chicago, IL",IL,Illinois,MSN,"Madison, WI",Wisconsin,1110,1109,-1,0,0,1200,-15,0,0,51,26,1,108,,,,,
2024,1,4,4,1/4/2024 0:00,OO,20304,4747,ORD,"Chicago, IL",IL,Illinois,XNA,"Fayetteville, AR",Arkansas,0845,1037,112,112,1,1219,86,86,1,102,78,1,522,86,0,0,0,0
2024,1,4,4,1/4/2024 0:00,OO,20304,4748,ORD,"Chicago, IL",IL,Illinois,ATW,"Appleton, WI",Wisconsin,2015,2010,-5,0,0,2106,-22,0,0,56,30,1,160,,,,,
2024,1,4,4,1/4/2024 0:00,OO,20304,4756,ORD,"Chicago, IL",IL,Illinois,CRW,"Charleston/Dunbar, WV",West Virginia,1425,1423,-2,0,0,1657,-13,0,0,94,61,1,416,,,,,
2024,1,4,4,1/4/2024 0:00,OO,20304,4766,ORD,"Chicago, IL",IL,Illinois,GRR,"Grand Rapids, MI",Michigan,1035,1032,-3,0,0,1241,-1,0,0,69,28,1,137,,,,,
2024,1,4,4,1/4/2024 0:00,OO,20304,4778,ORD,"Chicago, IL",IL,Illinois,FAR,"Fargo, ND",North Dakota,0845,0841,-4,0,0,1046,-15,0,0,125,96,1,557,,,,,
2024,1,4,4,1/4/2024 0:00,OO,20304,4789,ORD,"Chicago, IL",IL,Illinois,FAR,"Fargo, ND",North Dakota,1940,1938,-2,0,0,2134,-23,0,0,116,96,1,557,,,,,
2024,1,4,4,1/4/2024 0:00,OO,20304,4791,ORD,"Chicago, IL",IL,Illinois,SBN,"South Bend, IN",Indiana,1035,1030,-5,0,0,1212,-28,0,0,42,18,1,84,,,,,
2024,1,4,4,1/4/2024 0:00,OO,20304,4792,ORD,"Chicago, IL",IL,Illinois,ROA,"Roanoke, VA",Virginia,1754,1805,11,11,0,2049,-7,0,0,104,82,1,531,,,,,
2024,1,4,4,1/4/2024 0:00,OO,20304,4807,ORD,"Chicago, IL",IL,Illinois,FWA,"Fort Wayne, IN",Indiana,1754,1853,59,59,1,2108,59,59,1,75,33,1,157,0,0,0,0,59
2024,1,4,4,1/4/2024 0:00,OO,20304,4809,ORD,"Chicago, IL",IL,Illinois,ICT,"Wichita, KS",Kansas,0845,0841,-4,0,0,1032,-32,0,0,111,90,1,588,,,,,
2024,1,4,4,1/4/2024 0:00,OO,20304,4843,ORD,"Chicago, IL",IL,Illinois,DTW,"Detroit, MI",Michigan,1000,0958,-2,0,0,1216,-11,0,0,78,48,1,235,,,,,
2024,1,4,4,1/4/2024 0:00,OO,20304,5023,ORD,"Chicago, IL",IL,Illinois,CMX,"Hancock/Houghton, MI",Michigan,1559,1549,-10,0,0,1806,-32,0,0,77,59,1,360,,,,,
2024,1,4,4,1/4/2024 0:00,OO,20304,5039,ORD,"Chicago, IL",IL,Illinois,HYS,"Hays, KS",Kansas,1138,1241,63,63,1,1436,45,45,1,115,95,1,637,45,0,0,0,0
2024,1,4,4,1/4/2024 0:00,OO,20304,5040,ORD,"Chicago, IL",IL,Illinois,JST,"Johnstown, PA",Pennsylvania,2032,2026,-6,0,0,2257,-19,0,0,91,68,1,487,,,,,
2024,1,4,4,1/4/2024 0:00,OO,20304,5049,ORD,"Chicago, IL",IL,Illinois,DEC,"Decatur, IL",Illinois,1654,1654,0,0,0,1755,-15,0,0,61,32,1,156,,,,,
2024,1,4,4,1/4/2024 0:00,OO,20304,5050,ORD,"Chicago, IL",IL,Illinois,MCW,"Mason City, IA",Iowa,0710,0751,41,41,1,0906,13,13,0,75,51,1,288,,,,,
2024,1,4,4,1/4/2024 0:00,OO,20304,5059,ORD,"Chicago, IL",IL,Illinois,FOD,"Fort Dodge, IA",Iowa,1448,1440,-8,0,0,1603,-31,0,0,83,56,1,325,,,,,
2024,1,4,4,1/4/2024 0:00,OO,20304,5063,ORD,"Chicago, IL",IL,Illinois,SUX,"Sioux City, IA",Iowa,0947,0940,-7,0,0,1119,-20,0,0,99,79,1,436,,,,,
2024,1,4,4,1/4/2024 0:00,OO,20304,5064,ORD,"Chicago, IL",IL,Illinois,DEC,"Decatur, IL",Illinois,1308,1253,-15,0,0,1344,-35,0,0,51,31,1,156,,,,,
2024,1,4,4,1/4/2024 0:00,OO,20304,5140,ORD,"Chicago, IL",IL,Illinois,CMX,"Hancock/Houghton, MI",Michigan,1819,1813,-6,0,0,2053,-5,0,0,100,63,1,360,,,,,
2024,1,4,4,1/4/2024 0:00,OO,20304,5215,ORD,"Chicago, IL",IL,Illinois,CVG,"Cincinnati, OH",Kentucky,1036,1033,-3,0,0,1244,-13,0,0,71,48,1,264,,,,,
2024,1,4,4,1/4/2024 0:00,OO,20304,5219,ORD,"Chicago, IL",IL,Illinois,GRB,"Green Bay, WI",Wisconsin,2012,2002,-10,0,0,2053,-34,0,0,51,31,1,173,,,,,
2024,1,4,4,1/4/2024 0:00,OO,20304,5220,ORD,"Chicago, IL",IL,Illinois,ATW,"Appleton, WI",Wisconsin,1825,1815,-10,0,0,1917,-24,0,0,62,30,1,160,,,,,
2024,1,4,4,1/4/2024 0:00,OO,20304,5223,ORD,"Chicago, IL",IL,Illinois,SAV,"Savannah, GA",Georgia,0715,0713,-2,0,0,1019,-20,0,0,126,96,1,773,,,,,
2024,1,4,4,1/4/2024 0:00,OO,20304,5231,ORD,"Chicago, IL",IL,Illinois,SBN,"South Bend, IN",Indiana,2130,2121,-9,0,0,2257,-33,0,0,36,17,1,84,,,,,
2024,1,4,4,1/4/2024 0:00,OO,20304,5236,ORD,"Chicago, IL",IL,Illinois,SCE,"State College, PA",Pennsylvania,1415,1413,-2,0,0,1653,-16,0,0,100,74,1,528,,,,,
2024,1,4,4,1/4/2024 0:00,OO,20304,5243,ORD,"Chicago, IL",IL,Illinois,TUL,"Tulsa, OK",Oklahoma,0840,0835,-5,0,0,1028,-32,0,0,113,94,1,585,,,,,
2024,1,4,4,1/4/2024 0:00,OO,20304,5244,ORD,"Chicago, IL",IL,Illinois,TUL,"Tulsa, OK",Oklahoma,1955,1952,-3,0,0,2155,-20,0,0,123,92,1,585,,,,,
2024,1,4,4,1/4/2024 0:00,OO,20304,5250,ORD,"Chicago, IL",IL,Illinois,GRR,"Grand Rapids, MI",Michigan,1535,1540,5,5,0,1739,-6,0,0,59,31,1,137,,,,,
2024,1,4,4,1/4/2024 0:00,OO,20304,5251,ORD,"Chicago, IL",IL,Illinois,XNA,"Fayetteville, AR",Arkansas,1945,1945,0,0,0,2148,-7,0,0,123,85,1,522,,,,,
2024,1,4,4,1/4/2024 0:00,OO,20304,5268,ORD,"Chicago, IL",IL,Illinois,MSP,"Minneapolis, MN",Minnesota,1605,1652,47,47,1,1813,31,31,1,81,64,1,334,31,0,0,0,0
2024,1,4,4,1/4/2024 0:00,OO,20304,5269,ORD,"Chicago, IL",IL,Illinois,ABE,"Allentown/Bethlehem/Easton, PA",Pennsylvania,1350,1417,27,27,1,1658,3,3,0,101,79,1,655,,,,,
2024,1,4,4,1/4/2024 0:00,OO,20304,5298,ORD,"Chicago, IL",IL,Illinois,SGF,"Springfield, MO",Missouri,1247,1242,-5,0,0,1420,-27,0,0,98,70,1,438,,,,,
2024,1,4,4,1/4/2024 0:00,OO,20304,5301,ORD,"Chicago, IL",IL,Illinois,LEX,"Lexington, KY",Kentucky,1805,1758,-7,0,0,2021,-16,0,0,83,56,1,323,,,,,
2024,1,4,4,1/4/2024 0:00,OO,20304,5320,ORD,"Chicago, IL",IL,Illinois,MKE,"Milwaukee, WI",Wisconsin,1945,1939,-6,0,0,2027,-20,0,0,48,20,1,67,,,,,
2024,1,4,4,1/4/2024 0:00,OO,20304,5328,ORD,"Chicago, IL",IL,Illinois,SCE,"State College, PA",Pennsylvania,1835,1830,-5,0,0,2103,-30,0,0,93,70,1,528,,,,,
2024,1,4,4,1/4/2024 0:00,OO,20304,5334,ORD,"Chicago, IL",IL,Illinois,DTW,"Detroit, MI",Michigan,1035,1209,94,94,1,1417,72,72,1,68,47,1,235,72,0,0,0,0
2024,1,4,4,1/4/2024 0:00,OO,20304,5352,ORD,"Chicago, IL",IL,Illinois,CAK,"Akron, OH",Ohio,1800,1757,-3,0,0,2009,-24,0,0,72,54,1,343,,,,,
2024,1,4,4,1/4/2024 0:00,OO,20304,5358,ORD,"Chicago, IL",IL,Illinois,CAK,"Akron, OH",Ohio,1440,1443,3,3,0,1700,-13,0,0,77,56,1,343,,,,,
2024,1,4,4,1/4/2024 0:00,OO,20304,5362,ORD,"Chicago, IL",IL,Illinois,CHA,"Chattanooga, TN",Tennessee,0900,0853,-7,0,0,1128,-21,0,0,95,72,1,501,,,,,
2024,1,4,4,1/4/2024 0:00,OO,20304,5365,ORD,"Chicago, IL",IL,Illinois,SDF,"Louisville, KY",Kentucky,1100,1057,-3,0,0,1320,-11,0,0,83,52,1,286,,,,,
2024,1,4,4,1/4/2024 0:00,OO,20304,5367,ORD,"Chicago, IL",IL,Illinois,CAE,"Columbia, SC",South Carolina,1333,1332,-1,0,0,1646,2,2,0,134,105,1,666,,,,,
2024,1,4,4,1/4/2024 0:00,OO,20304,5373,ORD,"Chicago, IL",IL,Illinois,CLE,"Cleveland, OH",Ohio,1054,1050,-4,0,0,1314,-7,0,0,84,51,1,316,,,,,
2024,1,4,4,1/4/2024 0:00,OO,20304,5375,ORD,"Chicago, IL",IL,Illinois,GRB,"Green Bay, WI",Wisconsin,0850,1015,85,85,1,1119,74,74,1,64,36,1,173,0,0,0,0,74
2024,1,4,4,1/4/2024 0:00,OO,20304,5379,ORD,"Chicago, IL",IL,Illinois,TYS,"Knoxville, TN",Tennessee,1420,1415,-5,0,0,1649,-24,0,0,94,68,1,475,,,,,
2024,1,4,4,1/4/2024 0:00,OO,20304,5380,ORD,"Chicago, IL",IL,Illinois,CLE,"Cleveland, OH",Ohio,1507,1514,7,7,0,1722,-11,0,0,68,49,1,316,,,,,
2024,1,4,4,1/4/2024 0:00,OO,20304,5384,ORD,"Chicago, IL",IL,Illinois,DAY,"Dayton, OH",Ohio,0900,0850,-10,0,0,1120,-5,0,0,90,45,1,240,,,,,
2024,1,4,4,1/4/2024 0:00,OO,20304,5386,ORD,"Chicago, IL",IL,Illinois,SCE,"State College, PA",Pennsylvania,0845,0842,-3,0,0,1116,-20,0,0,94,75,1,528,,,,,
2024,1,4,4,1/4/2024 0:00,OO,20304,5394,ORD,"Chicago, IL",IL,Illinois,ICT,"Wichita, KS",Kansas,1940,1944,4,4,0,2147,-13,0,0,123,92,1,588,,,,,
2024,1,4,4,1/4/2024 0:00,OO,20304,5395,ORD,"Chicago, IL",IL,Illinois,GSO,"Greensboro/High Point, NC",North Carolina,1355,1351,-4,0,0,1647,-11,0,0,116,83,1,589,,,,,
2024,1,4,4,1/4/2024 0:00,OO,20304,5396,ORD,"Chicago, IL",IL,Illinois,GSO,"Greensboro/High Point, NC",North Carolina,1750,1747,-3,0,0,2035,-21,0,0,108,80,1,589,,,,,
2024,1,4,4,1/4/2024 0:00,OO,20304,5399,ORD,"Chicago, IL",IL,Illinois,MCI,"Kansas City, MO",Missouri,0850,0850,0,0,0,1044,-5,0,0,114,66,1,403,,,,,
2024,1,4,4,1/4/2024 0:00,OO,20304,5413,ORD,"Chicago, IL",IL,Illinois,LNK,"Lincoln, NE",Nebraska,2015,2007,-8,0,0,2153,-21,0,0,106,75,1,466,,,,,
2024,1,4,4,1/4/2024 0:00,OO,20304,5414,ORD,"Chicago, IL",IL,Illinois,BNA,"Nashville, TN",Tennessee,1758,1758,0,0,0,1926,-23,0,0,88,66,1,409,,,,,
2024,1,4,4,1/4/2024 0:00,OO,20304,5416,ORD,"Chicago, IL",IL,Illinois,MKE,"Milwaukee, WI",Wisconsin,1035,1032,-3,0,0,1110,-24,0,0,38,19,1,67,,,,,
2024,1,4,4,1/4/2024 0:00,OO,20304,5418,ORD,"Chicago, IL",IL,Illinois,PIT,"Pittsburgh, PA",Pennsylvania,1431,1431,0,0,0,1656,-19,0,0,85,60,1,413,,,,,
2024,1,4,4,1/4/2024 0:00,OO,20304,5419,ORD,"Chicago, IL",IL,Illinois,OMA,"Omaha, NE",Nebraska,1250,1248,-2,0,0,1423,-15,0,0,95,69,1,416,,,,,
2024,1,4,4,1/4/2024 0:00,OO,20304,5420,ORD,"Chicago, IL",IL,Illinois,MLI,"Moline, IL",Illinois,1359,1810,251,251,1,1853,222,222,1,43,27,1,139,0,0,0,0,222
2024,1,4,4,1/4/2024 0:00,OO,20304,5421,ORD,"Chicago, IL",IL,Illinois,LIT,"Little Rock, AR",Arkansas,2005,2023,18,18,1,2220,6,6,0,117,92,1,552,,,,,
2024,1,4,4,1/4/2024 0:00,OO,20304,5431,ORD,"Chicago, IL",IL,Illinois,FWA,"Fort Wayne, IN",Indiana,1407,1413,6,6,0,1612,-12,0,0,59,31,1,157,,,,,
2024,1,4,4,1/4/2024 0:00,OO,20304,5437,ORD,"Chicago, IL",IL,Illinois,PIA,"Peoria, IL",Illinois,0905,0858,-7,0,0,1000,-20,0,0,62,29,1,130,,,,,
2024,1,4,4,1/4/2024 0:00,OO,20304,5449,ORD,"Chicago, IL",IL,Illinois,TYS,"Knoxville, TN",Tennessee,1837,1828,-9,0,0,2111,-19,0,0,103,70,1,475,,,,,
2024,1,4,4,1/4/2024 0:00,OO,20304,5454,ORD,"Chicago, IL",IL,Illinois,COS,"Colorado Springs, CO",Colorado,1600,1550,-10,0,0,1737,-33,0,0,167,138,1,911,,,,,
2024,1,4,4,1/4/2024 0:00,OO,20304,5455,ORD,"Chicago, IL",IL,Illinois,ROC,"Rochester, NY",New York,1358,1358,0,0,0,1641,-11,0,0,103,75,1,528,,,,,
2024,1,4,4,1/4/2024 0:00,OO,20304,5458,ORD,"Chicago, IL",IL,Illinois,FSD,"Sioux Falls, SD",South Dakota,0900,1023,83,83,1,1202,62,62,1,99,76,1,462,0,0,0,0,62
2024,1,4,4,1/4/2024 0:00,OO,20304,5465,ORD,"Chicago, IL",IL,Illinois,LGA,"New York, NY",New York,0900,0858,-2,0,0,1211,-8,0,0,133,101,1,733,,,,,
2024,1,4,4,1/4/2024 0:00,OO,20304,5470,ORD,"Chicago, IL",IL,Illinois,PWM,"Portland, ME",Maine,1055,1052,-3,0,0,1416,0,0,0,144,111,1,900,,,,,
2024,1,4,4,1/4/2024 0:00,OO,20304,5493,ORD,"Chicago, IL",IL,Illinois,ATW,"Appleton, WI",Wisconsin,1035,1036,1,1,0,1135,-12,0,0,59,32,1,160,,,,,
2024,1,4,4,1/4/2024 0:00,OO,20304,5500,ORD,"Chicago, IL",IL,Illinois,CID,"Cedar Rapids/Iowa City, IA",Iowa,0915,0906,-9,0,0,1032,-8,0,0,86,34,1,196,,,,,
2024,1,4,4,1/4/2024 0:00,OO,20304,5501,ORD,"Chicago, IL",IL,Illinois,PIT,"Pittsburgh, PA",Pennsylvania,1040,1030,-10,0,0,1257,-22,0,0,87,62,1,413,,,,,
2024,1,4,4,1/4/2024 0:00,OO,20304,5519,ORD,"Chicago, IL",IL,Illinois,CHA,"Chattanooga, TN",Tennessee,1415,1510,55,55,1,1738,35,35,1,88,72,1,501,0,0,0,0,35
2024,1,4,4,1/4/2024 0:00,OO,20304,5522,ORD,"Chicago, IL",IL,Illinois,BNA,"Nashville, TN",Tennessee,2000,1955,-5,0,0,2134,-20,0,0,99,63,1,409,,,,,
2024,1,4,4,1/4/2024 0:00,OO,20304,5524,ORD,"Chicago, IL",IL,Illinois,CID,"Cedar Rapids/Iowa City, IA",Iowa,1535,1559,24,24,1,1657,2,2,0,58,35,1,196,,,,,
2024,1,4,4,1/4/2024 0:00,OO,20304,5531,ORD,"Chicago, IL",IL,Illinois,CID,"Cedar Rapids/Iowa City, IA",Iowa,1310,1306,-4,0,0,1402,-31,0,0,56,38,1,196,,,,,
2024,1,4,4,1/4/2024 0:00,OO,20304,5533,ORD,"Chicago, IL",IL,Illinois,DLH,"Duluth, MN",Minnesota,1245,1249,4,4,0,1425,-7,0,0,96,65,1,397,,,,,
2024,1,4,4,1/4/2024 0:00,OO,20304,5535,ORD,"Chicago, IL",IL,Illinois,IND,"Indianapolis, IN",Indiana,1040,1042,2,2,0,1244,-12,0,0,62,37,1,177,,,,,
2024,1,4,4,1/4/2024 0:00,OO,20304,5537,ORD,"Chicago, IL",IL,Illinois,SDF,"Louisville, KY",Kentucky,1435,1429,-6,0,0,1640,-29,0,0,71,53,1,286,,,,,
2024,1,4,4,1/4/2024 0:00,OO,20304,5539,ORD,"Chicago, IL",IL,Illinois,LNK,"Lincoln, NE",Nebraska,0850,0849,-1,0,0,1027,-20,0,0,98,76,1,466,,,,,
2024,1,4,4,1/4/2024 0:00,OO,20304,5542,ORD,"Chicago, IL",IL,Illinois,MKE,"Milwaukee, WI",Wisconsin,2125,2135,10,10,0,2216,-11,0,0,41,20,1,67,,,,,
2024,1,4,4,1/4/2024 0:00,OO,20304,5548,ORD,"Chicago, IL",IL,Illinois,TVC,"Traverse City, MI",Michigan,1535,1536,1,1,0,1754,2,2,0,78,44,1,224,,,,,
2024,1,4,4,1/4/2024 0:00,OO,20304,5550,ORD,"Chicago, IL",IL,Illinois,MBS,"Saginaw/Bay City/Midland, MI",Michigan,1355,1352,-3,0,0,1611,-1,0,0,79,44,1,222,,,,,
2024,1,4,4,1/4/2024 0:00,OO,20304,5555,ORD,"Chicago, IL",IL,Illinois,MKE,"Milwaukee, WI",Wisconsin,1810,1807,-3,0,0,1851,-21,0,0,44,19,1,67,,,,,
2024,1,4,4,1/4/2024 0:00,OO,20304,5557,ORD,"Chicago, IL",IL,Illinois,OKC,"Oklahoma City, OK",Oklahoma,0920,0922,2,2,0,1127,-38,0,0,125,102,1,693,,,,,
2024,1,4,4,1/4/2024 0:00,OO,20304,5564,ORD,"Chicago, IL",IL,Illinois,SBN,"South Bend, IN",Indiana,1415,1422,7,7,0,1615,-7,0,0,53,24,1,84,,,,,
2024,1,4,4,1/4/2024 0:00,OO,20304,5568,ORD,"Chicago, IL",IL,Illinois,MLI,"Moline, IL",Illinois,0904,0926,22,22,1,1015,-4,0,0,49,28,1,139,,,,,
2024,1,4,4,1/4/2024 0:00,OO,20304,5584,ORD,"Chicago, IL",IL,Illinois,ABE,"Allentown/Bethlehem/Easton, PA",Pennsylvania,1800,1820,20,20,1,2124,24,24,1,124,86,1,655,20,0,4,0,0
2024,1,4,4,1/4/2024 0:00,OO,20304,5587,ORD,"Chicago, IL",IL,Illinois,DLH,"Duluth, MN",Minnesota,1944,1933,-11,0,0,2107,-24,0,0,94,70,1,397,,,,,
2024,1,4,4,1/4/2024 0:00,OO,20304,5593,ORD,"Chicago, IL",IL,Illinois,DTW,"Detroit, MI",Michigan,1810,1935,85,85,1,2208,80,80,1,93,44,1,235,0,0,80,0,0
2024,1,4,4,1/4/2024 0:00,OO,20304,5598,ORD,"Chicago, IL",IL,Illinois,MLI,"Moline, IL",Illinois,1955,1953,-2,0,0,2047,-19,0,0,54,28,1,139,,,,,
2024,1,4,4,1/4/2024 0:00,OO,20304,5608,ORD,"Chicago, IL",IL,Illinois,SUN,"Sun Valley/Hailey/Ketchum, ID",Idaho,0845,0839,-6,0,0,1156,-5,0,0,257,206,1,1341,,,,,
2024,1,4,4,1/4/2024 0:00,OO,20304,5610,ORD,"Chicago, IL",IL,Illinois,CHO,"Charlottesville, VA",Virginia,1840,1839,-1,0,0,2141,-1,0,0,122,77,1,566,,,,,
2024,1,4,4,1/4/2024 0:00,OO,20304,5613,ORD,"Chicago, IL",IL,Illinois,LEX,"Lexington, KY",Kentucky,1050,1101,11,11,0,1312,-5,0,0,71,50,1,323,,,,,
2024,1,4,4,1/4/2024 0:00,OO,20304,5626,ORD,"Chicago, IL",IL,Illinois,GRR,"Grand Rapids, MI",Michigan,0857,0851,-6,0,0,1053,-17,0,0,62,28,1,137,,,,,
2024,1,4,4,1/4/2024 0:00,OO,20304,5634,ORD,"Chicago, IL",IL,Illinois,ASE,"Aspen, CO",Colorado,0845,0842,-3,0,0,1047,-24,0,0,185,157,1,1013,,,,,
2024,1,4,4,1/4/2024 0:00,OO,20304,5642,ORD,"Chicago, IL",IL,Illinois,FCA,"Kalispell, MT",Montana,0845,0839,-6,0,0,1135,-24,0,0,236,213,1,1352,,,,,
2024,1,4,4,1/4/2024 0:00,OO,20304,5646,ORD,"Chicago, IL",IL,Illinois,ATW,"Appleton, WI",Wisconsin,1355,1350,-5,0,0,1444,-26,0,0,54,30,1,160,,,,,
2024,1,4,4,1/4/2024 0:00,OO,20304,5659,ORD,"Chicago, IL",IL,Illinois,LIT,"Little Rock, AR",Arkansas,0915,0909,-6,0,0,1116,-14,0,0,127,87,1,552,,,,,
2024,1,4,4,1/4/2024 0:00,OO,20304,5664,ORD,"Chicago, IL",IL,Illinois,MBS,"Saginaw/Bay City/Midland, MI",Michigan,1750,1746,-4,0,0,1949,-14,0,0,63,37,1,222,,,,,
2024,1,4,4,1/4/2024 0:00,OO,20304,5666,ORD,"Chicago, IL",IL,Illinois,TYS,"Knoxville, TN",Tennessee,0715,0711,-4,0,0,1235,,,,,,1,475,,,,,
2024,1,4,4,1/4/2024 0:00,OO,20304,5668,ORD,"Chicago, IL",IL,Illinois,MKE,"Milwaukee, WI",Wisconsin,1400,1408,8,8,0,1506,4,4,0,58,19,1,67,,,,,
2024,1,4,4,1/4/2024 0:00,OO,20304,5672,ORD,"Chicago, IL",IL,Illinois,SGF,"Springfield, MO",Missouri,1955,1950,-5,0,0,2142,-10,0,0,112,73,1,438,,,,,
2024,1,4,4,1/4/2024 0:00,OO,20304,5685,ORD,"Chicago, IL",IL,Illinois,CHA,"Chattanooga, TN",Tennessee,1818,1809,-9,0,0,2053,-13,0,0,104,72,1,501,,,,,
2024,1,4,4,1/4/2024 0:00,OO,20304,5726,ORD,"Chicago, IL",IL,Illinois,BNA,"Nashville, TN",Tennessee,0735,0734,-1,0,0,0907,-16,0,0,93,63,1,409,,,,,
2024,1,4,4,1/4/2024 0:00,OO,20304,5728,ORD,"Chicago, IL",IL,Illinois,LNK,"Lincoln, NE",Nebraska,1245,1301,16,16,1,1450,8,8,0,109,90,1,466,,,,,
2024,1,4,4,1/4/2024 0:00,OO,20304,5732,ORD,"Chicago, IL",IL,Illinois,COS,"Colorado Springs, CO",Colorado,0920,1009,49,49,1,1209,43,43,1,180,133,1,911,43,0,0,0,0
2024,1,4,4,1/4/2024 0:00,OO,20304,5785,ORD,"Chicago, IL",IL,Illinois,DTW,"Detroit, MI",Michigan,2105,2109,4,4,0,2326,-12,0,0,77,45,1,235,,,,,
2024,1,4,4,1/4/2024 0:00,OO,20304,5790,ORD,"Chicago, IL",IL,Illinois,CRW,"Charleston/Dunbar, WV",West Virginia,1755,1748,-7,0,0,2034,-6,0,0,106,65,1,416,,,,,
